Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Symbol,-log10P,Category
Flt1,303.0080032366586,1.900825284964474,0.35973195245068884,5.2840045817865855,1.263900877634241e-07,2.535526507056364e-06,Flt1,6.898286984585663,DEG
Jph4,151.70625220935827,1.8843683390185069,0.25476776961857245,7.39641573123517,1.3990952144893283e-13,8.023733038634524e-12,Jph4,12.854152728881854,DEG
Spon1,456.8359003020155,1.8827900117768366,0.3309286886340324,5.689413086391483,1.2747675174590623e-08,3.1925062486754797e-07,Spon1,7.89456901137968,DEG
Sh2d4a,19.027826175083558,1.8804175812495258,0.669943182397312,2.8068314308695177,0.005003141531179663,0.022471114151803546,Sh2d4a,2.3007572114198203,DEG
Gm37736,11.481025132481776,1.8765956505798616,0.8411734288257309,2.2309259734934437,0.025686032929841833,0.0802467456477663,Gm37736,1.590302965010287,DEG
Kbtbd11,126.16001715526217,1.8756883700030806,0.30933064382709796,6.0637004688468785,1.330247923756375e-09,3.9925553929551753e-08,Kbtbd11,8.876067410247144,DEG
Rps25-ps1,13.537842625131878,1.8627995050989266,0.5936093088940315,3.138090116156627,0.0017005258646024734,0.009423136678599984,Rps25-ps1,2.7694167581630698,DEG
Adcy8,50.22447831458342,1.8623340586337773,0.8046412018064304,2.314490054017632,0.02064085620051575,0.06803984799259753,Adcy8,1.6852722917615366,DEG
Pcsk2,36.66064778639516,1.8510718959407524,0.4809021892615822,3.8491650428604713,0.00011852113339792118,0.0010131340234499997,Pcsk2,3.926204204086102,DEG
Olfml2a,151.22019913837596,1.8450033388727858,0.5413264168855488,3.4083009461976244,0.0006536875780982867,0.004304070963432467,Olfml2a,3.1846297677717694,DEG
Tmem54,261.12746075830034,1.8430737374908424,0.241454128976764,7.633225181534203,2.289524613536817e-14,1.4903162959085435e-12,Tmem54,13.640254683227893,DEG
Wnt11,35.70112849715726,1.8422006291067161,0.37337021110989865,4.933978593606866,8.057127415893631e-07,1.3209065318277476e-05,Wnt11,6.093819768342799,DEG
Gm47234,13.01662265104309,1.8328243611079194,0.6679779160244828,2.7438397544878455,0.006072517281775792,0.026102180023949605,Gm47234,2.2166312405624886,DEG
Rasef,161.62780022525504,1.8215317919575933,0.39546603850417045,4.606038482716346,4.104124709726106e-06,5.519994062506072e-05,Rasef,5.3867794510339095,DEG
Utf1,3065.3022341460437,1.8209065863758902,0.2002181485605668,9.094613048152619,9.492387679924779e-20,1.135186548358136e-17,Utf1,19.02262453301118,DEG
Pax6,95.81003195725555,1.8117410684417545,0.5136856477530211,3.5269450808421956,0.00042038395069368136,0.0029682698748749966,Pax6,3.376353872706171,DEG
Shisa6,28.25876727351103,1.8098061110522499,0.49214307429484816,3.6773983127678354,0.00023562495889318554,0.001808450866092126,Shisa6,3.6277787082165585,DEG
Pcsk1n,187.71242582976504,1.807928364208525,0.2035914628071456,8.880177681718935,6.675364754437738e-19,7.151448060188263e-17,Pcsk1n,18.175524998650797,DEG
Pianp,92.34092598870909,1.7977400360056586,0.3185941079313763,5.6427284474227735,1.6737622857411807e-08,4.105859617447031e-07,Pianp,7.776306222162149,DEG
Gm13604,13.518105197043939,1.7973570487571207,0.6015249942857853,2.98800060817289,0.0028080899561664947,0.014166253680111351,Gm13604,2.5515889838495833,DEG
4930526L06Rik,24.52641573096618,1.7823404800644973,0.6144593965751431,2.900664372615762,0.003723724816832581,0.017724746297215745,4930526L06Rik,2.42902242085582,DEG
Jph1,43.549430770970524,1.781451504395298,0.4017781830688737,4.433917966346912,9.25358481420545e-06,0.00011368791446732088,Jph1,5.0336899901337855,DEG
Pak6,49.66676365919262,1.7766346325818705,0.41493517317582407,4.281716150944479,1.8545745598611104e-05,0.00020792530330652144,Pak6,4.731755701949642,DEG
Adamts9,132.13274325157352,1.7717222073157157,0.3845285432259175,4.607518059523598,4.07503821010144e-06,5.495246019863192e-05,Adamts9,5.389868314688813,DEG
Prrx2,24.762908092995417,1.766294349897237,0.8876383414894494,1.9898806386995522,0.046604085640929126,0.12490059010563358,Prrx2,1.3315760083415156,DEG
Gm45184,19.482891319678153,1.765402284397061,0.5521784966838367,3.197158699586024,0.0013878854556412718,0.008001087041919992,Gm45184,2.8576463754054284,DEG
Prom2,58.168848259925774,1.7638720397188214,0.3532003960672932,4.993969597312573,5.915071332927828e-07,1.0116608143356717e-05,Prom2,6.228040013620982,DEG
Tead3,80.21667035005227,1.7610492995275533,0.3243254830002569,5.429882608164213,5.639113297406361e-08,1.2306657890718176e-06,Tead3,7.248789179760982,DEG
Trh,7882.415352925605,1.7562684232790458,0.19450837071270255,9.029269109827318,1.7282218591906726e-19,1.9460787315134674e-17,Trh,18.762400506048426,DEG
Rasgrp2,327.50246240712113,1.7547631937100465,0.199455834978059,8.797753116137605,1.3958270430265804e-18,1.4451962277027553e-16,Rasgrp2,17.855168391822225,DEG
Slc41a2,17.594329206257033,1.751451655469459,0.7312044604927963,2.39529673313134,0.016606919376278322,0.05759778444645811,Slc41a2,1.7797109227543322,DEG
H2ac13,10.626775727439563,1.7506553341346345,0.7651288022411831,2.2880531081913116,0.022134428534758582,0.0716616640095951,H2ac13,1.6549316861271808,DEG
Dmkn,14.796590829131587,1.748058651882958,0.5615308135759192,3.1130235592077975,0.0018518123479878267,0.010076863877392664,Dmkn,2.7324030243292707,DEG
Jakmip2,160.9989224313481,1.747922929797072,0.253508761884151,6.894921172767361,5.3894679833694095e-12,2.4099513791141994e-10,Jakmip2,11.268454103698348,DEG
n-R5-8s1,28.24279071025973,1.736207312979828,0.6143134685297846,2.8262563038623156,0.004709556415381591,0.021431954814186374,n-R5-8s1,2.3270199963582066,DEG
L1td1,3341.2076380719777,1.7354598642721115,0.17406056366729378,9.970436885343759,2.0532366533371015e-23,3.726503747180172e-21,L1td1,22.68756099153773,DEG
Rny1,10.19672691070397,1.7345491117203937,0.6654971141487843,2.6063961433386513,0.009150056794438059,0.03622220327631407,Rny1,2.03857621025765,DEG
Col8a2,20.377790173558076,1.7328199969227467,0.7509351953738691,2.3075493166358054,0.021024216265974928,0.06899395539995644,Col8a2,1.677280184719416,DEG
Slco2a1,11.656474025882973,1.730801513386276,0.8448501690498219,2.048649070323153,0.04049644265587965,0.11321663515306375,Slco2a1,1.3925831250020193,DEG
Dnah7a,26.918547751520666,1.7274362954844011,0.43771913254579425,3.946449142941396,7.931876003202332e-05,0.0007206422326348786,Dnah7a,4.100624083617759,DEG
Lrtm2,26.40315632673219,1.7248022684663173,0.647632316585662,2.663243053650456,0.007739149157095965,0.03157679292423154,Lrtm2,2.111306783075477,DEG
Hes5,98.02792822068837,1.721787288070551,0.7183132643510325,2.3969866261986925,0.016530527048514793,0.05741357351302539,Hes5,1.7817132994465397,DEG
Enc1,1601.1519699626654,1.7217478253912109,0.21002512762757702,8.197818255557815,2.447890683161536e-16,1.9668546650590113e-14,Enc1,15.611207980627695,DEG
Cbr3,616.5419818980666,1.718878235549187,0.17536010058873577,9.801991614845132,1.1038731686343112e-22,1.8713682826946724e-20,Cbr3,21.957080822735904,DEG
Dlx3,60.4470682032582,1.7119785795511344,0.8311890804513309,2.0596740498822963,0.03942971183615147,0.11098014313014207,Dlx3,1.404176396866077,DEG
Gm44913,29.365972362259328,1.7115130377509005,0.49441021916076383,3.4617266622362837,0.0005367219577426687,0.0036507979021587963,Gm44913,3.2702506370002613,DEG
Gm2366,13.14402815232949,1.7078392713603694,0.5785431651071387,2.951965167619083,0.003157585479624167,0.015572912785857424,Gm2366,2.5006448837412463,DEG
Poln,19.190381792807578,1.7005974715444487,0.7230581528863449,2.3519511739905106,0.01867522613617102,0.06297327073283285,Poln,1.7287341306586612,DEG
Ccn2,823.864321402774,1.6967410543031065,0.18035336111461403,9.407870437329041,5.062903530735449e-21,6.973697568629979e-19,Ccn2,20.295600347641486,DEG
Gpr1,13.015281635341633,1.6877389800292906,0.665254718322599,2.5369816004985672,0.011181283061409312,0.04242342690318777,Gpr1,1.9515083579417525,DEG
Kcnh3,14.849406621213353,1.6846849918878817,0.664042557174938,2.537013589995049,0.011180261392105007,0.04242342690318777,Kcnh3,1.9515480426193847,DEG
D230049E03Rik,10.853430602787663,1.682872252152428,0.8399596593446006,2.003515565813638,0.04512197853024137,0.122143667798918,D230049E03Rik,1.3456118654536346,DEG
Slc7a3,5357.88152139585,1.6799167692527965,0.12483903954035129,13.456662078129838,2.8134117345217723e-41,2.411250157137077e-38,Slc7a3,40.550766705465186,DEG
Ephx3,10.825835175458058,1.6780896933534275,0.7476055509129327,2.244619092654196,0.02479259600712867,0.07807213280301571,Ephx3,1.6056779963244414,DEG
H1f4,186.47172697683445,1.6774086978100748,0.566933535851764,2.9587395906822254,0.003089000121100444,0.015285225304896597,H1f4,2.510182074672569,DEG
H2ac8,304.96233051150415,1.6772919235687693,0.3568748459088281,4.69994437208744,2.6023236806410472e-06,3.689894064453073e-05,H2ac8,5.584638686262662,DEG
Crocc2,59.552400911341046,1.6770721997584221,0.3386896912101583,4.951648199761097,7.358754688994983e-07,1.2193717356297058e-05,Crocc2,6.13319567444745,DEG
Noct,622.4336346445812,1.6760832807508572,0.27402079020795794,6.116628156129526,9.557602885338582e-10,2.931314904813485e-08,Noct,9.019651018206208,DEG
Fgf14,79.66070291332102,1.6740360161299968,0.28021018675662346,5.9742154113190065,2.312001454301763e-09,6.605045636206166e-08,Fgf14,8.636011897070267,DEG
Ahr,109.09158293203654,1.6689797092345373,0.39550980114531825,4.219818837362568,2.444987132165939e-05,0.00026525187403603337,Ahr,4.611723422202542,DEG
Grin2b,14.0133925372539,1.667681986902802,0.6587335646707276,2.5316487216442414,0.011352766192280228,0.04287371457730896,Grin2b,1.944898306252973,DEG
Igfbp5,4624.875188611249,1.6609994039772615,0.3422456847097344,4.853236952822325,1.2146241767648498e-06,1.8946417770426022e-05,Igfbp5,5.915558078613533,DEG
Sult2b1,11.161767897595865,1.6598745316173669,0.6773131777260196,2.450675088280659,0.014258859679289141,0.05123592770856408,Sult2b1,1.8459152048343959,DEG
Gm23639,18.10112131690308,1.659834492159723,0.5557565637675058,2.9866214820885055,0.0028207874030507013,0.014202443624955343,Gm23639,2.5496296444937694,DEG
Bicdl2,45.51830441443106,1.6581748358727733,0.4096142180016629,4.048137889261553,5.1626730000673513e-05,0.0005060009934691171,Bicdl2,4.287125381976558,DEG
Hhip,106.357243458033,1.6578913558408166,0.66040050698265,2.5104331966910083,0.012058313501036047,0.044980637829480044,Hhip,1.9187134292117407,DEG
Atp8a2,18.346974143749446,1.6574103889696519,0.6608952494452969,2.507826149999945,0.012147641735373875,0.045244246511736544,Atp8a2,1.9155080250057126,DEG
Gm43775,12.301674575908702,1.649933172149379,0.6087404667204513,2.7104049465255433,0.0067201107142685484,0.02824057422746415,Gm43775,2.1726235718569167,DEG
Mapk10,46.59865173455276,1.6448499982245843,0.5185506849787266,3.1720139339745814,0.0015138574326573435,0.008576672278224326,Mapk10,2.819915022541098,DEG
H2bc11,10.719941188333015,1.641641574540258,0.5610594614801322,2.925967187523119,0.003433871531651405,0.01664812574443313,H2bc11,2.464215956740201,DEG
Tcf7l1,294.0763064213244,1.6409361392540465,0.21920629789097892,7.4858074564543635,7.11085811992805e-14,4.285125320942579e-12,Tcf7l1,13.148077986575181,DEG
Gm10800,12.444609576124716,1.6397586771752979,0.8139223731682589,2.0146376745885535,0.04394262695684464,0.1199691622296016,Gm10800,1.357113983857029,DEG
Krt7,59.542717289953195,1.6395572372584144,0.539318766470237,3.04005226443181,0.0023653709761039424,0.012344579853976833,Krt7,2.6261007364314453,DEG
C1ql1,11.5202107334424,1.6395483377273012,0.6348642476142321,2.5825179853623665,0.009808224976055031,0.03835525645262382,C1ql1,2.0084095810863976,DEG
Wt1,148.81881545209356,1.6350187761569734,0.47479399547555334,3.4436382762577686,0.0005739430189099184,0.0038463157917998743,Wt1,3.2411312222385686,DEG
Kcnmb4,12.741057133825661,1.626945017147508,0.6614947151693539,2.459498133301008,0.013913142115947304,0.05021947670161887,Kcnmb4,1.8565747787415159,DEG
Rfx6,25.03727371706655,1.6164000812991772,0.6621494664829523,2.4411408044845007,0.0146409450548206,0.052247480768151146,Rfx6,1.8344308892033814,DEG
